Index,Patch,Oracle,Predicted value,tool_patch_uid
521,correct/patch2-Math-90-ACS.patch,correct,Correct,llm4pc-defects4j-Math-90-ACS-patch2
522,correct/patch2-Math-98-Arja.patch,correct,Correct,llm4pc-defects4j-Math-98-Arja-patch2
523,correct/patch2-Math-99-ACS.patch,correct,Overfitting,llm4pc-defects4j-Math-99-ACS-patch2
524,correct/patch2-Time-15-ACS.patch,correct,Correct,llm4pc-defects4j-Time-15-ACS-patch2
525,correct/patch3-Chart-26-Jaid.patch,correct,Correct,llm4pc-defects4j-Chart-26-Jaid-patch3
526,correct/patch3-Lang-38-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-38-Jaid-patch3
527,correct/patch3-Lang-43-CapGen.patch,correct,Correct,llm4pc-defects4j-Lang-43-CapGen-patch3
528,correct/patch3-Lang-51-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-51-Jaid-patch3
529,correct/patch3-Lang-57-CapGen.patch,correct,Correct,llm4pc-defects4j-Lang-57-CapGen-patch3
530,correct/patch3-Math-5-Jaid.patch,correct,Overfitting,llm4pc-defects4j-Math-5-Jaid-patch3
531,correct/patch4-Lang-38-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-38-Jaid-patch4
532,correct/patch4-Lang-51-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-51-Jaid-patch4
533,correct/patch5-Lang-51-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-51-Jaid-patch5
534,correct/patch6-Lang-51-Jaid.patch,correct,Correct,llm4pc-defects4j-Lang-51-Jaid-patch6
535,overfitting/patch1-Chart-1-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-Arja-patch1
536,overfitting/patch1-Chart-1-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-DynaMoth-patch1
537,overfitting/patch1-Chart-1-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-GenProg-patch1
538,overfitting/patch1-Chart-1-Jaid-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-Jaid-patch1
539,overfitting/patch1-Chart-1-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-Kali-patch1
540,overfitting/patch1-Chart-1-SketchFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-SketchFix-patch1
541,overfitting/patch1-Chart-1-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-jGenProg-patch1
542,overfitting/patch1-Chart-1-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-1-jKali-patch1
543,overfitting/patch1-Chart-12-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-12-GenProg-patch1
544,overfitting/patch1-Chart-12-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-12-Kali-patch1
545,overfitting/patch1-Chart-12-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-12-RSRepair-patch1
546,overfitting/patch1-Chart-12-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-12-SimFix-patch1
547,overfitting/patch1-Chart-12-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-12-TBar-patch1
548,overfitting/patch1-Chart-13-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-AVATAR-patch1
549,overfitting/patch1-Chart-13-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-Arja-patch1
550,overfitting/patch1-Chart-13-Cardumen-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-Cardumen-patch1
551,overfitting/patch1-Chart-13-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-DynaMoth-patch1
552,overfitting/patch1-Chart-13-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-FixMiner-patch1
553,overfitting/patch1-Chart-13-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-GenProg-patch1
554,overfitting/patch1-Chart-13-Nopol-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-Nopol-patch1
555,overfitting/patch1-Chart-13-Nopol2015-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-Nopol-patch1
556,overfitting/patch1-Chart-13-Nopol2017-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-Nopol-patch1
557,overfitting/patch1-Chart-13-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-RSRepair-patch1
558,overfitting/patch1-Chart-13-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-TBar-patch1
559,overfitting/patch1-Chart-13-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-jGenProg-patch1
560,overfitting/patch1-Chart-13-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-13-jKali-patch1
561,overfitting/patch1-Chart-14-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-14-AVATAR-patch1
562,overfitting/patch1-Chart-14-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-14-Arja-patch1
563,overfitting/patch1-Chart-14-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-14-FixMiner-patch1
564,overfitting/patch1-Chart-14-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-14-TBar-patch1
565,overfitting/patch1-Chart-15-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-AVATAR-patch1
566,overfitting/patch1-Chart-15-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-Arja-patch1
567,overfitting/patch1-Chart-15-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-DynaMoth-patch1
568,overfitting/patch1-Chart-15-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-FixMiner-patch1
569,overfitting/patch1-Chart-15-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-Kali-patch1
570,overfitting/patch1-Chart-15-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-jGenProg-patch1
571,overfitting/patch1-Chart-15-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-15-jKali-patch1
572,overfitting/patch1-Chart-17-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-17-FixMiner-patch1
573,overfitting/patch1-Chart-18-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-18-DynaMoth-patch1
574,overfitting/patch1-Chart-18-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-18-SimFix-patch1
575,overfitting/patch1-Chart-19-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-19-Arja-patch1
576,overfitting/patch1-Chart-21-Nopol-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-21-Nopol-patch1
577,overfitting/patch1-Chart-21-Nopol2015-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-21-Nopol-patch1
578,overfitting/patch1-Chart-21-Nopol2017-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-21-Nopol-patch1
579,overfitting/patch1-Chart-22-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-22-SimFix-patch1
580,overfitting/patch1-Chart-24-Cardumen-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-24-Cardumen-patch1
581,overfitting/patch1-Chart-25-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-AVATAR-patch1
582,overfitting/patch1-Chart-25-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-Arja-patch1
583,overfitting/patch1-Chart-25-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-DynaMoth-patch1
584,overfitting/patch1-Chart-25-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-FixMiner-patch1
585,overfitting/patch1-Chart-25-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-GenProg-patch1
586,overfitting/patch1-Chart-25-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-Kali-patch1
587,overfitting/patch1-Chart-25-Nopol-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-Nopol-patch1
588,overfitting/patch1-Chart-25-Nopol2015-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-Nopol-patch1
589,overfitting/patch1-Chart-25-Nopol2017-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-Nopol-patch1
590,overfitting/patch1-Chart-25-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-RSRepair-patch1
591,overfitting/patch1-Chart-25-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-SimFix-patch1
592,overfitting/patch1-Chart-25-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-jGenProg-patch1
593,overfitting/patch1-Chart-25-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-jKali-patch1
594,overfitting/patch1-Chart-25-jMutRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-25-jMutRepair-patch1
595,overfitting/patch1-Chart-26-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-AVATAR-patch1
596,overfitting/patch1-Chart-26-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-FixMiner-patch1
597,overfitting/patch1-Chart-26-Jaid-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-26-Jaid-patch1
598,overfitting/patch1-Chart-26-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-Kali-patch1
599,overfitting/patch1-Chart-26-Nopol2015-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-Nopol-patch1
600,overfitting/patch1-Chart-26-Nopol2017-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-Nopol-patch1
601,overfitting/patch1-Chart-26-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-TBar-patch1
602,overfitting/patch1-Chart-26-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-jKali-patch1
603,overfitting/patch1-Chart-26-jMutRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-26-jMutRepair-patch1
604,overfitting/patch1-Chart-3-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-Arja-patch1
605,overfitting/patch1-Chart-3-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-FixMiner-patch1
606,overfitting/patch1-Chart-3-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-GenProg-patch1
607,overfitting/patch1-Chart-3-Nopol2015-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-Nopol-patch1
608,overfitting/patch1-Chart-3-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-SimFix-patch1
609,overfitting/patch1-Chart-3-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-TBar-patch1
610,overfitting/patch1-Chart-3-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-3-jGenProg-patch1
611,overfitting/patch1-Chart-5-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-AVATAR-patch1
612,overfitting/patch1-Chart-5-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-Arja-patch1
613,overfitting/patch1-Chart-5-DynaMoth-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-DynaMoth-patch1
614,overfitting/patch1-Chart-5-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-Kali-patch1
615,overfitting/patch1-Chart-5-Nopol-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-Nopol-patch1
616,overfitting/patch1-Chart-5-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-RSRepair-patch1
617,overfitting/patch1-Chart-5-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-TBar-patch1
618,overfitting/patch1-Chart-5-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-jGenProg-patch1
619,overfitting/patch1-Chart-5-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-jKali-patch1
620,overfitting/patch1-Chart-5-kPAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-5-kPAR-patch1
621,overfitting/patch1-Chart-6-Cardumen-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-6-Cardumen-patch1
622,overfitting/patch1-Chart-7-AVATAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-7-AVATAR-patch1
623,overfitting/patch1-Chart-7-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-7-Arja-patch1
624,overfitting/patch1-Chart-7-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-7-FixMiner-patch1
625,overfitting/patch1-Chart-7-TBar-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-7-TBar-patch1
626,overfitting/patch1-Chart-7-jGenProg-plausible.patch,overfitting,Correct,llm4pc-defects4j-Chart-7-jGenProg-patch1
627,overfitting/patch1-Chart-7-jMutRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-7-jMutRepair-patch1
628,overfitting/patch1-Chart-9-Jaid-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-9-Jaid-patch1
629,overfitting/patch1-Chart-9-Nopol-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-9-Nopol-patch1
630,overfitting/patch1-Chart-9-Nopol2017-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Chart-9-Nopol-patch1
631,overfitting/patch1-Closure-1-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-1-Arja-patch1
632,overfitting/patch1-Closure-1-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-1-Kali-patch1
633,overfitting/patch1-Closure-10-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-10-Arja-patch1
634,overfitting/patch1-Closure-10-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-10-GenProg-patch1
635,overfitting/patch1-Closure-10-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-10-Kali-patch1
636,overfitting/patch1-Closure-10-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-10-RSRepair-patch1
637,overfitting/patch1-Closure-101-jKali-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-101-jKali-patch1
638,overfitting/patch1-Closure-106-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-106-SimFix-patch1
639,overfitting/patch1-Closure-107-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-107-SimFix-patch1
640,overfitting/patch1-Closure-107-TBar-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-107-TBar-patch1
641,overfitting/patch1-Closure-108-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-108-AVATAR-patch1
642,overfitting/patch1-Closure-108-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-108-SimFix-patch1
643,overfitting/patch1-Closure-109-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-109-SimFix-patch1
644,overfitting/patch1-Closure-109-kPAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-109-kPAR-patch1
645,overfitting/patch1-Closure-112-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-112-Arja-patch1
646,overfitting/patch1-Closure-112-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-112-GenProg-patch1
647,overfitting/patch1-Closure-112-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-112-Kali-patch1
648,overfitting/patch1-Closure-112-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-112-RSRepair-patch1
649,overfitting/patch1-Closure-114-Arja-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-114-Arja-patch1
650,overfitting/patch1-Closure-114-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-114-GenProg-patch1
651,overfitting/patch1-Closure-114-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-114-RSRepair-patch1
652,overfitting/patch1-Closure-115-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-115-TBar-patch1
653,overfitting/patch1-Closure-115-kPAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-115-kPAR-patch1
654,overfitting/patch1-Closure-116-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-116-Arja-patch1
655,overfitting/patch1-Closure-117-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-117-Arja-patch1
656,overfitting/patch1-Closure-117-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-117-Kali-patch1
657,overfitting/patch1-Closure-119-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-119-Arja-patch1
658,overfitting/patch1-Closure-119-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-119-Kali-patch1
659,overfitting/patch1-Closure-12-AVATAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-12-AVATAR-patch1
660,overfitting/patch1-Closure-120-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-120-Arja-patch1
661,overfitting/patch1-Closure-120-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-120-RSRepair-patch1
662,overfitting/patch1-Closure-121-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-121-Arja-patch1
663,overfitting/patch1-Closure-121-RSRepair-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-121-RSRepair-patch1
664,overfitting/patch1-Closure-122-Kali-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-122-Kali-patch1
665,overfitting/patch1-Closure-123-SequenceR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-123-SequenceR-patch1
666,overfitting/patch1-Closure-124-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-124-Arja-patch1
667,overfitting/patch1-Closure-124-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-124-GenProg-patch1
668,overfitting/patch1-Closure-124-Kali-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-124-Kali-patch1
669,overfitting/patch1-Closure-124-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-124-RSRepair-patch1
670,overfitting/patch1-Closure-125-Arja-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-125-Arja-patch1
671,overfitting/patch1-Closure-125-Kali-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-125-Kali-patch1
672,overfitting/patch1-Closure-126-AVATAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-126-AVATAR-patch1
673,overfitting/patch1-Closure-126-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-126-SimFix-patch1
674,overfitting/patch1-Closure-126-TBar-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-126-TBar-patch1
675,overfitting/patch1-Closure-126-jMutRepair-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-126-jMutRepair-patch1
676,overfitting/patch1-Closure-126-kPAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-126-kPAR-patch1
677,overfitting/patch1-Closure-127-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-127-Kali-patch1
678,overfitting/patch1-Closure-129-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-129-Arja-patch1
679,overfitting/patch1-Closure-129-FixMiner-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-129-FixMiner-patch1
680,overfitting/patch1-Closure-129-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-129-Kali-patch1
681,overfitting/patch1-Closure-130-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-130-Arja-patch1
682,overfitting/patch1-Closure-130-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-130-Kali-patch1
683,overfitting/patch1-Closure-133-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-133-Arja-patch1
684,overfitting/patch1-Closure-133-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-133-TBar-patch1
685,overfitting/patch1-Closure-14-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-14-SimFix-patch1
686,overfitting/patch1-Closure-18-SequenceR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-18-SequenceR-patch1
687,overfitting/patch1-Closure-19-FixMiner-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-19-FixMiner-patch1
688,overfitting/patch1-Closure-21-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-AVATAR-patch1
689,overfitting/patch1-Closure-21-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-Arja-patch1
690,overfitting/patch1-Closure-21-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-GenProg-patch1
691,overfitting/patch1-Closure-21-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-Kali-patch1
692,overfitting/patch1-Closure-21-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-RSRepair-patch1
693,overfitting/patch1-Closure-21-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-SimFix-patch1
694,overfitting/patch1-Closure-21-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-TBar-patch1
695,overfitting/patch1-Closure-21-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-jGenProg-patch1
696,overfitting/patch1-Closure-21-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-jKali-patch1
697,overfitting/patch1-Closure-21-jMutRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-21-jMutRepair-patch1
698,overfitting/patch1-Closure-22-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-AVATAR-patch1
699,overfitting/patch1-Closure-22-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-Arja-patch1
700,overfitting/patch1-Closure-22-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-GenProg-patch1
701,overfitting/patch1-Closure-22-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-Kali-patch1
702,overfitting/patch1-Closure-22-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-RSRepair-patch1
703,overfitting/patch1-Closure-22-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-SimFix-patch1
704,overfitting/patch1-Closure-22-TBar-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-TBar-patch1
705,overfitting/patch1-Closure-22-jGenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-jGenProg-patch1
706,overfitting/patch1-Closure-22-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-22-jKali-patch1
707,overfitting/patch1-Closure-26-SimFix-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-26-SimFix-patch1
708,overfitting/patch1-Closure-3-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-3-Kali-patch1
709,overfitting/patch1-Closure-33-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-33-Arja-patch1
710,overfitting/patch1-Closure-33-Jaid-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-33-Jaid-patch1
711,overfitting/patch1-Closure-33-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-33-Kali-patch1
712,overfitting/patch1-Closure-33-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-33-RSRepair-patch1
713,overfitting/patch1-Closure-35-kPAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-35-kPAR-patch1
714,overfitting/patch1-Closure-38-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-38-SimFix-patch1
715,overfitting/patch1-Closure-45-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-45-AVATAR-patch1
716,overfitting/patch1-Closure-45-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-45-Arja-patch1
717,overfitting/patch1-Closure-45-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-45-jKali-patch1
718,overfitting/patch1-Closure-46-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-46-Arja-patch1
719,overfitting/patch1-Closure-46-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-46-SimFix-patch1
720,overfitting/patch1-Closure-46-jKali-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-46-jKali-patch1
721,overfitting/patch1-Closure-46-kPAR-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-46-kPAR-patch1
722,overfitting/patch1-Closure-48-AVATAR-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-48-AVATAR-patch1
723,overfitting/patch1-Closure-55-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-55-Arja-patch1
724,overfitting/patch1-Closure-55-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-55-GenProg-patch1
725,overfitting/patch1-Closure-55-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-55-Kali-patch1
726,overfitting/patch1-Closure-55-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-55-RSRepair-patch1
727,overfitting/patch1-Closure-57-SimFix-plausible.patch,overfitting,Correct,llm4pc-defects4j-Closure-57-SimFix-patch1
728,overfitting/patch1-Closure-59-Arja-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-59-Arja-patch1
729,overfitting/patch1-Closure-59-GenProg-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-59-GenProg-patch1
730,overfitting/patch1-Closure-59-Kali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-59-Kali-patch1
731,overfitting/patch1-Closure-59-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-59-RSRepair-patch1
732,overfitting/patch1-Closure-61-RSRepair-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-61-RSRepair-patch1
733,overfitting/patch1-Closure-62-Cardumen-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-62-Cardumen-patch1
734,overfitting/patch1-Closure-62-jKali-plausible.patch,overfitting,Overfitting,llm4pc-defects4j-Closure-62-jKali-patch1
